Question_ID,Question,KC,label
34,"Question: Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?
Solution: 38 (cents)
Steps: 24+14=38",2.OA.A.1,9
759,"Question: If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many gift bags will he make on the last day?
Solution: 15 (gift bags)
Steps: 519/42=12 r15",5.NBT.B.6,33
650,"Question: Bert runs 2 miles every day. How many miles will Bert run in 3 weeks?
Solution: 42 (miles)
Steps: (3*7)*2=42",4.MD.A.2,21
650,"Question: Bert runs 2 miles every day. How many miles will Bert run in 3 weeks?
Solution: 42 (miles)
Steps: (3*7)*2=42",3.OA.A.3,18
358,"Question: Since pizza is a favorite in Kevin's family, they also bought some. His sister bought 48 slices of pizza and his brother bought 48 as well. How many slices of pizza do they have for their neighbors if the family already ate 27 slices?
Solution: 69 (slices of pizza)
Steps: (48+48)-27=69",2.OA.A.1,9
966,"Question: Mikayla has a huge collection of music CDs. She gave 15 CDs to her friend. Now she has 78 CDs left. How many CDs were in Mikayla's collection at first?
Solution: 93 (CDs)
Steps: 15+78=93",2.OA.A.1,9
230,"Question: If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?
Solution: 93 (recycled products)
Steps: 65+28=93",2.OA.A.1,9
1085,"Question: 3 tons of mulch cost $15,000.00. What is the price per pound?
Solution: 2.5 (dollars)
Steps: 15000 (dollar)/(3 * 2000 (pound/ton))=2.50 (dollar/pound)",4.MD.A.2,21
1491,"Question: Molly and Ted built pens for their dogs. Molly made a pen 12 meters by 8 meters. Ted's pen is 15 meters by 6 meters. Who will need more fencing to build the pen?
Solution: Ted
Steps: 12*8=96(Molly) > 15*6=90(Ted)",3.MD.D.8,12
1952,"Question: Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?
Solution: 19 (pencils)
Steps: 2+2+15=19",1.OA.A.2,2
367,"Question: She then went to three orphanages and donated a total of $650.00. If she gave $175.00 to the first orphanage and $250.00 to the third, how much did she donate to the second orphanage?
Solution: 225 (dollars)
Steps: 650-(175+250)=225",2.NBT.B.7,8
1567,"Question: A new video game console needs five computer chips. If a machine can create four hundred sixty-seven computer chips a day, how many video game consoles can be created in a day?
Solution: 93 (video game consoles)
Steps: 467/5=93 r2",4.NBT.B.6,26
97,"Question: Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long. How much did she sharpen off of her pencil?
Solution: 17 (inches)
Steps: 31-14=17",2.OA.A.1,9
737,"Question: Every day, Ryan spends 4 hours on learning English and 3 hours on learning Chinese. How many hours does he spend on learning English and Chinese in all?
Solution: 7 (hours)
Steps: 4+3=7",K.OA.A.2,49
87,"Question: Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish. How many fish does she have now?
Solution: 69 (fish)
Steps: 22+47=69",2.OA.A.1,9
73,"Question: Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?
Solution: 32 (pet fish)
Steps: 26+6=32",2.OA.A.1,9
112,"Question: Finn has 89 goldfish. 32 of the goldfish die. How many goldfish are left?
Solution: 57 (goldfish)
Steps: 89-32=57",2.OA.A.1,9
936,"Question: The Sweet Shop gets a new candy shipment every 35 days. There are 25 cases of chocolate bars. There are 55 cases of lollipops. How many cases of candy altogether?
Solution: 80 (cases)
Steps: 25+55=80",2.OA.A.1,9
125,"Question: Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start with?
Solution: 38 (pieces)
Steps: 54-16=38",2.OA.A.1,9
345,"Question: They served a total of 179 adults and 141 children, if 156 of all the people they served are male, how many are female?
Solution: 164 (people)
Steps: (179+141)-156=164",2.NBT.B.7,8
59,"Question: Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?
Solution: 22 (fish)
Steps: 15+7=22",2.OA.A.1,9
1510,"Question: A piece of square paper has a perimeter of 32 centimeters. Nicky's dog, Rocky, tore off 1/4 of the paper. What is the area of the remaining paper?
Solution: 48 (square centimeters)
Steps: (32/4)^2*(1-(1/4))=48",4.MD.A.3,22
245,"Question: Being concerned with the ecology of lakes, Hazel and her dad returned the youngling fishes they caught. If they took 23 fishes from Lake Ontario and Erie, 30 fishes from Lake Huron and Michigan and 44 from Lake Superior, how many fishes will they bring home with them?
Solution: 97 (fishes)
Steps: 23+30+44=97",2.OA.A.1,9
1765,"Question: John was drawing super heroes one sheet of scrap paper. He drew fifteen pictures total. If he drew nine on the back. How many heroes did he draw on the front?
Solution: 6 (heroes)
Steps: 15-9=6",1.OA.A.1,1
587,"Question: Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?
Solution: 48 (muffins)
Steps: 83-35=48",2.OA.A.1,9
157,"Question: On Tuesday, Mrs. Hilt saw 88 raisins on a tray in the cafeteria. That was 8 more raisins than she saw the day before. How many raisins were on the table on Monday?
Solution: 80 (raisins)
Steps: 88-8=80",2.OA.A.1,9
380,"Question: At the end of the party, Mona gave away some souvenirs to her 6 closest friends. If each of them received 2 souvenir items, how many souvenirs did Mona give away?
Solution: 12 (souvenirs)
Steps: 6*2=12",3.OA.A.3,18
968,"Question: There are 28 students in Mrs. Riley's class but she only has 19 pencils. How many more pencils does Mrs. Riley need?
Solution: 9 (pencils)
Steps: 28-19=9",2.OA.A.1,9
1802,"Question: A group of 4 friends were playing video games. Later 3 more friends came over. How many people were there total?
Solution: 7 (people)
Steps: 4+3=7",K.OA.A.2,49
26,"Question: 1 lonely pigeons was eating breadcrumbs. Another pigeon came to eat breadcrumbs, too. How many pigeons are eating breadcrumbs now?
Solution: 2 (pigeons)
Steps: 1+1=2",K.OA.A.2,49
806,"Question: A tourist group has 26 people. At a hotel, they want to rent some large rooms for 3 people each and some small rooms for 2 each. In order to rent the least number of rooms and have every room fully occupied, how many large rooms should be rented?
Solution: 8 (large rooms)
Steps: 26/3=8 r2",4.NBT.B.6,26
784,"Question: There were 44 laptops in the shop, and Mike divided them equally into 5 rows. How many laptops are there in each row?
Solution: 8 (laptops)
Steps: 44/5=8 r4",4.NBT.B.6,26
4,"Question: Allan brought two balloons and Jake brought four balloons to the park. How many balloons did Allan and Jake have in the park?
Solution: 6 (balloons)
Steps: 2+4=6",K.OA.A.2,49
3,"Question: Janet has nine oranges and Sharon has seven oranges. How many oranges do Janet and Sharon have together?
Solution: 16 (oranges)
Steps: 9+7=16",1.OA.A.1,1
1698,"Question: An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?
Solution: 2.92 (dollars)
Steps: (1.46/2)*4=2.92",4.MD.A.2,21
969,"Question: A committee organizing a marathon has 16 jugs of water and 12 jugs of sports drink. The committee would like to set up a number of refreshment stations along the marathon course, with the same combination of jugs of water and jugs of sports drink at each station, with no beverages left over. What is the greatest number of refreshment stations that can be set up?
Solution: 4 (refreshment stations)
Steps: GCD(16,12)=4",6.NS.B.4,38
955,"Question: Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents. How much more money does she need?
Solution: 38 (cents)
Steps: 65-27=38",2.OA.A.1,9
904,"Question: Kyle bought 3 presents. The first present cost $18. The second present cost $7 more than the first. The third present cost $11 less than the first. How much did Kyle pay for all 3 presents?
Solution: 50 (dollars)
Steps: 18+(18+7)+(18-11)=50",2.NBT.B.5,6
1576,"Question: A school had nine hundred thirty-five students sign up for the trivia teams. If they wanted to have six team, with the same number of students on each team, how many more students would need to sign up?
Solution: 1 (student)
Steps: 935/6=155 r5; 6-5=1",4.NBT.B.6,26
1576,"Question: A school had nine hundred thirty-five students sign up for the trivia teams. If they wanted to have six team, with the same number of students on each team, how many more students would need to sign up?
Solution: 1 (student)
Steps: 935/6=155 r5; 6-5=1",K.OA.A.2,49
1815,"Question: A delivery driver had to make 3 stops on his route. After he finished those deliveries he made 4 more stops. How many stops did he make total?
Solution: 7 (stops)
Steps: 3+4=7",K.OA.A.2,49
426,"Question: Dean went to the beach with his friends to enjoy the last weeks of summer. When they got to the beach, they rented a house for them to stay in for a couple of weeks. If there are seven of them including Dean, and each paid $70.00 for the rent, how much did they pay in total?
Solution: 490 (dollars)
Steps: 7*70=490",3.NBT.A.3,14
611,"Question: Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?
Solution: 1.2 (dollars)
Steps: 4.80/4=1.20",4.MD.A.2,21
1840,"Question: Rachel picked three apples from her tree. Now the tree has four apples still on it. How many apples did the tree have to begin with?
Solution: 7 (apples)
Steps: 3+4=7",K.OA.A.2,49
1291,"Question: Amy had some candy. She gave her friend six pieces and had five left. What's the difference between of the pieces of candy Amy gave away and the left?
Solution: 1 (pieces of candy)
Steps: 6-5=1",K.OA.A.2,49
1502,"Question: A square garden has a perimeter of 48 meters. A pond inside the garden has an area of 20 square meters. What is the area of the garden that is not taken up by the pond?
Solution: 124 (square meters)
Steps: ((48/4)^2)-20=124",4.MD.A.3,22
1502,"Question: A square garden has a perimeter of 48 meters. A pond inside the garden has an area of 20 square meters. What is the area of the garden that is not taken up by the pond?
Solution: 124 (square meters)
Steps: ((48/4)^2)-20=124",3.G.A.1,11
640,"Question: Mrs. Hilt measured the distance from her desk to the water fountain. It was 30 feet. How many feet will Mrs. Hilt walk on her trips TO the fountain if she goes to the water fountain four times today?
Solution: 120 (feet)
Steps: 30*4=120",3.NBT.A.3,14
937,"Question: Dora is having her tenth birthday party next Saurday. She invited 64 people. Her mom ordered 36 sandwiches. 16 people can not come to the party. How many people will be at Dora's party?
Solution: 48 (people)
Steps: 64-16=48",2.OA.A.1,9
741,"Question: Beryl has 88 radishes. She puts them into two baskets. If there are 37 radishes in the first basket, how many more radishes are there in the second basket than the first?
Solution: 14 (radishes)
Steps: 88-37*2=14",3.OA.D.8,19
2048,"Question: Two of the lights at the local stadium are flickering. They both just flickered at the same time. One of the lights flickers every 7 seconds and the other light flickers every 8 seconds. How many seconds until both lights will flicker at the same time again?
Solution: 56 (seconds)
Steps: LCM[7,8]=56",6.NS.B.4,38
215,"Question: After Sam and Bob left, Mary, John and Sue decided to go home as well. They counted the total amount of treats that the three of them got. They were able to sort out 60 chewing gums, 55 chocolate bars and another 40 candies of different flavors. How many treats did Mary, John and Sue have in total?
Solution: 155 (treats)
Steps: 60+55+40=155",2.NBT.B.6,7
1353,"Question: Kim wants to buy a new watch that costs $87.60. How much change does she receive if she gives the cashier $100?
Solution: 12.4 (dollars)
Steps: 100-87.6=12.4",4.MD.A.2,21
891,"Question: London is 11 years old and Blair is 16 years old. Several years ago, Blair was twice as old as London. How old was London then?
Solution: 6 (years old)
Steps: y:The number of several years; (11-y)*2=(16-y)",6.EE.B.6,35
1372,"Question: There were eight red roses and two white roses in the vase. Melanie cut some more roses from her flower garden. There are now fourteen red roses in the vase. How many red roses did she cut ?
Solution: 6 (red roses)
Steps: 14-8=6",1.OA.A.1,1
1807,"Question: Tiffany was buying hand towels for her house. She bought 9 packs with each pack having 3 towels in it. How many towels did she buy?
Solution: 27 (towels)
Steps: 9*3=27",3.OA.A.3,18
1272,"Question: Oliver was weighing boxes for moving. The first was 2 pounds, the second was 3 pounds and the last was 13 pounds. What's the difference between the weight of the first box and the third box?
Solution: 11 (pounds)
Steps: 13-2=11",1.OA.A.1,1
